"","PlayerShort","Height","Weight","Position1","Club","Country","Rater1","Rater2","Rater","Skintone","Position","Games","Victories","Ties","Defeats","Goals","YellowCards","YellowReds","RedCards","RedCardsRate"
"1079","moises_2",185,85,"Defensive Midfielder","Granada CF","Spain",0.25,0.25,0.25,"light","Mid",215,84,59,72,7,64,4,1,0.00465116279069767
"1080","gabriel-torje",167,64,"Right Midfielder","Granada CF","Spain",0.25,0.25,0.25,"light","Mid",265,115,68,82,43,44,0,0,0
"1081","juanma-ortiz",179,70,"Right Midfielder","Granada CF","Spain",0.25,0.25,0.25,"light","Mid",245,85,55,105,19,62,4,1,0.00408163265306122
"1082","michel_15",180,73,"Center Midfielder","Levante UD","Spain",0.25,0.25,0.25,"light","Mid",134,60,34,40,20,26,1,1,0.00746268656716418
"1083","pallardo",173,73,"Defensive Midfielder","Levante UD","Spain",0.25,0.25,0.25,"light","Mid",158,71,32,55,3,40,3,1,0.00632911392405063
"1084","dariusz-dudka",183,80,"Defensive Midfielder","Levante UD","Spain",0.25,0.25,0.25,"light","Mid",232,89,63,80,9,24,3,1,0.00431034482758621
"1085","barkero",180,71,"Left Midfielder","Levante UD","Spain",0.25,0.25,0.25,"light","Mid",283,105,56,122,56,37,1,2,0.00706713780918728
"1086","diego-buonanotte",161,60,"Attacking Midfielder","Mlaga CF","Spain",0.25,0.25,0.25,"light","Mid",193,65,52,76,33,48,0,1,0.00518134715025907
"1087","isco",176,74,"Attacking Midfielder","Mlaga CF","Spain",0.25,0.25,0.25,"light","Mid",163,99,30,34,41,16,2,0,0
"1088","jeremy-toulalan",183,77,"Defensive Midfielder","Mlaga CF","Spain",0.25,0.25,0.25,"light","Mid",418,203,110,105,6,97,2,0,0
"1089","duda_2",175,71,"Left Midfielder","Mlaga CF","Spain",0.25,0.25,0.25,"light","Mid",330,131,80,119,37,77,3,5,0.0151515151515152
"1090","recio_2",183,74,"Left Midfielder","Mlaga CF","Spain",0.25,0.25,0.25,"light","Mid",90,37,15,38,6,18,1,0,0
"1091","jose-carlos_4",177,68,"Attacking Midfielder","Rayo Vallecano","Spain",0.25,0.25,0.25,"light","Mid",130,45,26,59,14,15,0,0,0
"1092","alfaro_2",175,73,"Attacking Midfielder","RCD Mallorca","Spain",0.25,0.25,0.25,"light","Mid",227,91,51,85,53,25,0,0,0
"1093","marti",180,76,"Defensive Midfielder","RCD Mallorca","Spain",0.25,0.25,0.25,"light","Mid",413,179,86,148,11,93,1,1,0.00242130750605327
"1094","salva-sevilla",178,70,"Attacking Midfielder","Real Betis","Spain",0.25,0.25,0.25,"light","Mid",189,72,48,69,30,42,1,0,0
"1095","benat",175,72,"Center Midfielder","Real Betis","Spain",0.25,0.25,0.25,"light","Mid",145,67,30,48,15,47,0,0,0
"1096","nono",178,72,"Center Midfielder","Real Betis","Spain",0.25,0.25,0.25,"light","Mid",56,18,15,23,0,18,1,0,0
"1097","ruben-perez_2",178,72,"Defensive Midfielder","Real Betis","Spain",0.25,0.25,0.25,"light","Mid",111,37,34,40,1,46,1,0,0
"1098","juan-carlos_11",176,68,"Left Midfielder","Real Betis","Spain",0.25,0.25,0.25,"light","Mid",82,25,17,40,3,9,0,2,0.024390243902439
"1099","nacho_3",175,70,"Left Midfielder","Real Betis","Spain",0.25,0.25,0.25,"light","Mid",308,116,75,117,13,58,2,0,0
"1100","sami-khedira",189,85,"Center Midfielder","Real Madrid","Spain",0.25,0.25,0.25,"light","Mid",354,216,68,70,36,50,1,0,0
"1101","xabi-alonso",183,77,"Defensive Midfielder","Real Madrid","Spain",0.25,0.25,0.25,"light","Mid",673,427,125,121,50,163,3,1,0.00148588410104012
"1102","dani-estrada",179,74,"Right Midfielder","Real Sociedad","Spain",0.25,0.25,0.25,"light","Mid",130,52,33,45,3,26,2,0,0
"1103","xabi-prieto",186,76,"Right Midfielder","Real Sociedad","Spain",0.25,0.25,0.25,"light","Mid",329,121,85,123,47,36,1,1,0.00303951367781155
"1104","alvaro-rubio",178,80,"Defensive Midfielder","Real Valladolid","Spain",0.25,0.25,0.25,"light","Mid",257,80,78,99,4,45,3,0,0
"1105","franco-zuculini",174,69,"Defensive Midfielder","Real Zaragoza","Spain",0.25,0.25,0.25,"light","Mid",136,52,29,55,5,25,2,1,0.00735294117647059
"1106","movilla",171,70,"Defensive Midfielder","Real Zaragoza","Spain",0.25,0.25,0.25,"light","Mid",439,165,114,160,13,70,1,2,0.00455580865603645
"1107","piotr-trochowski",168,73,"Attacking Midfielder","Sevilla FC","Spain",0.25,0.25,0.25,"light","Mid",422,208,96,118,53,37,1,0,0
"1108","jose-campana",179,72,"Center Midfielder","Sevilla FC","Spain",0.25,0.25,0.25,"light","Mid",58,27,8,23,2,7,0,0,0
"1109","diego-perotti",179,77,"Right Midfielder","Sevilla FC","Spain",0.25,0.25,0.25,"light","Mid",185,78,40,67,18,27,0,0,0
"1110","tino-costa",176,75,"Attacking Midfielder","Valencia CF","Spain",0.25,0.25,0.25,"light","Mid",207,105,48,54,33,64,1,2,0.00966183574879227
"1111","fernando-gago",178,74,"Defensive Midfielder","Valencia CF","Spain",0.25,0.25,0.25,"light","Mid",328,200,53,75,3,74,2,0,0
"1112","albelda",181,77,"Defensive Midfielder","Valencia CF","Spain",0.25,0.25,0.25,"light","Mid",561,292,139,130,11,197,3,6,0.0106951871657754
"1113","mario-goetze",176,64,"Attacking Midfielder","Borussia Dortmund","Germany",0,0.5,0.25,"light","Mid",213,140,41,32,67,10,0,1,0.00469483568075117
"1114","juan-arango",180,76,"Attacking Midfielder","Bor. M_nchengladbach","Germany",0.5,0.25,0.375,"light","Mid",536,181,145,210,118,46,0,3,0.00559701492537313
"1115","ronny-garbuschewski",178,75,"Right Midfielder","Fortuna D_sseldorf","Germany",0.5,0.25,0.375,"light","Mid",222,106,55,61,45,30,2,1,0.0045045045045045
"1116","de-lucas",175,68,"Attacking Midfielder","Celta Vigo","Spain",0.5,0.25,0.375,"light","Mid",371,140,97,134,63,81,1,3,0.00808625336927224
"1117","abel-aguilar",185,78,"Defensive Midfielder","Deportivo La Coru±a","Spain",0.5,0.25,0.375,"light","Mid",246,93,61,92,25,70,3,2,0.00813008130081301
"1118","mikel-rico",178,75,"Defensive Midfielder","Granada CF","Spain",0.5,0.25,0.375,"light","Mid",201,73,54,74,19,33,1,0,0
"1119","oscar_4",180,71,"Attacking Midfielder","Real Valladolid","Spain",0.5,0.25,0.375,"light","Mid",403,155,113,135,71,39,0,1,0.00248138957816377
"1120","darron-gibson",180,83,"Attacking Midfielder","Everton FC","England",0.25,0.5,0.375,"light","Mid",148,83,34,31,14,30,0,1,0.00675675675675676
"1121","takashi-inui",169,59,"Attacking Midfielder","Eintracht Frankfurt","Germany",0.25,0.5,0.375,"light","Mid",151,63,33,55,27,17,2,0,0
"1122","ja-cheol-koo",183,75,"Center Midfielder","FC Augsburg","Germany",0.25,0.5,0.375,"light","Mid",155,69,36,50,26,19,0,0,0
"1123","rani-khedira",188,83,"Defensive Midfielder","VfB Stuttgart","Germany",0.25,0.5,0.375,"light","Mid",88,33,19,36,2,14,0,0,0
"1124","mario-suarez",188,80,"Defensive Midfielder","Atl©tico Madrid","Spain",0.25,0.5,0.375,"light","Mid",221,122,45,54,10,61,2,0,0
"1125","cristian-bustos",177,73,"Defensive Midfielder","Celta Vigo","Spain",0.25,0.5,0.375,"light","Mid",166,75,42,49,1,47,2,1,0.00602409638554217
"1126","jesus-vazquez",182,78,"Defensive Midfielder","Deportivo La Coru±a","Spain",0.25,0.5,0.375,"light","Mid",235,80,69,86,17,63,1,0,0
"1127","juan-albin",179,77,"Left Midfielder","Espanyol Barcelona","Spain",0.25,0.5,0.375,"light","Mid",202,66,59,77,36,26,2,0,0
"1128","iriney",179,70,"Defensive Midfielder","Granada CF","Spain",0.25,0.5,0.375,"light","Mid",260,105,62,93,5,76,1,5,0.0192307692307692
"1129","javi-ros",174,69,"Center Midfielder","Real Sociedad","Spain",0.25,0.5,0.375,"light","Mid",28,16,2,10,2,2,0,0,0
"1130","lucas-wilchez",177,72,"Attacking Midfielder","Real Zaragoza","Spain",0.25,0.5,0.375,"light","Mid",144,65,32,47,10,21,1,2,0.0138888888888889
"1131","bryan-rabello",168,65,"Attacking Midfielder","Sevilla FC","Spain",0.25,0.5,0.375,"light","Mid",65,37,15,13,4,6,0,1,0.0153846153846154
"1132","hedwiges-maduro",183,84,"Defensive Midfielder","Sevilla FC","Spain",0.25,0.5,0.375,"light","Mid",265,140,57,68,15,42,3,0,0
"1133","parejo_2",180,74,"Defensive Midfielder","Valencia CF","Spain",0.25,0.5,0.375,"light","Mid",237,105,54,78,23,52,1,0,0
"1134","francis-coquelin",178,73,"Defensive Midfielder","Arsenal FC","England",0.5,0.5,0.5,"middle","Mid",108,50,23,35,2,9,2,1,0.00925925925925926
"1135","steven-pienaar",176,66,"Attacking Midfielder","Everton FC","England",0.5,0.5,0.5,"middle","Mid",421,203,109,109,45,64,3,1,0.00237529691211401
"1136","jack-rodwell",188,70,"Defensive Midfielder","Manchester City","England",0.5,0.5,0.5,"middle","Mid",151,73,38,40,11,17,0,1,0.00662251655629139
"1137","sylvain-marveaux",172,64,"Left Midfielder","Newcastle United","England",0.5,0.5,0.5,"middle","Mid",170,60,48,62,20,10,0,0,0
"1138","moussa-dembele",177,64,"Center Midfielder","Tottenham Hotspur","England",0.5,0.5,0.5,"middle","Mid",415,188,94,133,57,34,0,3,0.0072289156626506
"1139","sandro_10",187,75,"Defensive Midfielder","Tottenham Hotspur","England",0.5,0.5,0.5,"middle","Mid",198,104,41,53,10,42,0,0,0
"1140","tom-huddlestone",188,80,"Defensive Midfielder","Tottenham Hotspur","England",0.5,0.5,0.5,"middle","Mid",369,162,93,114,21,49,1,4,0.010840108401084
"1141","jean-beausejour",178,81,"Left Midfielder","Wigan Athletic","England",0.5,0.5,0.5,"middle","Mid",307,130,74,103,31,45,1,3,0.00977198697068404
"1142","jermaine-pennant",173,64,"Right Midfielder","Wolverhampton Wanderers","England",0.5,0.5,0.5,"middle","Mid",363,140,81,142,16,34,1,0,0
"1143","chahir-belghazouani",180,68,"Attacking Midfielder","AC Ajaccio","France",0.5,0.5,0.5,"middle","Mid",104,32,33,39,12,28,0,0,0
"1144","alaixys-romao",180,74,"Defensive Midfielder","FC Lorient","France",0.5,0.5,0.5,"middle","Mid",234,70,67,97,3,60,2,1,0.00427350427350427
"1145","fahid-ben-khalfallah",174,68,"Right Midfielder","Girondins Bordeaux","France",0.5,0.5,0.5,"middle","Mid",183,63,56,64,13,23,0,0,0
"1146","dimitri-payet",174,70,"Right Midfielder","Lille OSC","France",0.5,0.5,0.5,"middle","Mid",311,120,82,109,55,31,1,1,0.00321543408360129
"1147","joris-marveaux",178,69,"Defensive Midfielder","Montpellier HSC","France",0.5,0.5,0.5,"middle","Mid",168,74,43,51,10,18,1,2,0.0119047619047619
"1148","fabrice-abriel",176,69,"Right Midfielder","OGC Nice","France",0.5,0.5,0.5,"middle","Mid",259,105,79,75,13,16,0,0,0
"1149","yann-mvila",169,56,"Defensive Midfielder","Stade Rennes","France",0.5,0.5,0.5,"middle","Mid",203,91,52,60,4,29,1,1,0.00492610837438424
"1150","hiroshi-kiyotake",172,63,"Attacking Midfielder","1. FC N_rnberg","Germany",0.5,0.5,0.5,"middle","Mid",194,68,47,79,26,8,0,0,0
"1151","timothy-chandler",186,81,"Right Midfielder","1. FC N_rnberg","Germany",0.5,0.5,0.5,"middle","Mid",191,64,52,75,16,28,1,1,0.00523560209424084
"1152","takashi-usami",178,69,"Attacking Midfielder","1899 Hoffenheim","Germany",0.5,0.5,0.5,"middle","Mid",104,45,18,41,23,5,0,0,0
"1153","ahmed-sassi",179,69,"Attacking Midfielder","1899 Hoffenheim","Germany",0.5,0.5,0.5,"middle","Mid",15,6,1,8,4,1,0,0,0
"1154","roberto-firmino",180,76,"Attacking Midfielder","1899 Hoffenheim","Germany",0.5,0.5,0.5,"middle","Mid",116,37,30,49,38,19,0,0,0
"1155","daniel-williams",184,75,"Defensive Midfielder","1899 Hoffenheim","Germany",0.5,0.5,0.5,"middle","Mid",183,73,41,69,8,37,0,1,0.00546448087431694
"1156","emre-can",184,82,"Center Midfielder","Bayern M_nchen","Germany",0.5,0.5,0.5,"middle","Mid",117,60,23,34,11,34,1,0,0
"1157","ibrahim-afellay",180,76,"Attacking Midfielder","FC Schalke 04","Germany",0.5,0.5,0.5,"middle","Mid",296,196,61,39,49,32,0,0,0
"1158","yohandry-orozco",164,55,"Attacking Midfielder","VfL Wolfsburg","Germany",0.5,0.5,0.5,"middle","Mid",67,25,22,20,14,4,0,0,0
"1159","emiliano-armenteros",179,78,"Left Midfielder","CA Osasuna","Spain",0.5,0.5,0.5,"middle","Mid",259,93,64,102,46,54,1,4,0.0154440154440154
"1160","natxo-insa",177,70,"Attacking Midfielder","Celta Vigo","Spain",0.5,0.5,0.5,"middle","Mid",162,58,36,68,7,39,0,1,0.00617283950617284
"1161","augusto-fernandez",177,71,"Right Midfielder","Celta Vigo","Spain",0.5,0.5,0.5,"middle","Mid",273,116,65,92,31,50,3,1,0.00366300366300366
"1162","sergio-tejera",180,75,"Attacking Midfielder","Espanyol Barcelona","Spain",0.5,0.5,0.5,"middle","Mid",57,16,12,29,1,19,0,0,0
"1163","thiago_17",172,71,"Attacking Midfielder","FC Barcelona","Spain",0.5,0.5,0.5,"middle","Mid",164,125,21,18,20,16,1,0,0
"1164","jonathan-dos-santos",172,74,"Center Midfielder","FC Barcelona","Spain",0.5,0.5,0.5,"middle","Mid",92,52,19,21,5,13,1,1,0.0108695652173913
"1165","joaquin",180,76,"Right Midfielder","Mlaga CF","Spain",0.5,0.5,0.5,"middle","Mid",552,245,149,158,74,41,2,3,0.00543478260869565
"1166","pozuelo",170,63,"Attacking Midfielder","Real Betis","Spain",0.5,0.5,0.5,"middle","Mid",69,23,14,32,5,3,1,0,0
"1167","javi-hervas",177,72,"Center Midfielder","Sevilla FC","Spain",0.5,0.5,0.5,"middle","Mid",66,29,15,22,3,11,2,0,0
"1168","sofiane-feghouli",178,71,"Right Midfielder","Valencia CF","Spain",0.5,0.5,0.5,"middle","Mid",187,71,48,68,25,31,3,0,0
"1169","stephane-mbia",189,82,"Defensive Midfielder","Queens Park Rangers","England",1,0.75,0.875,"very dark","Mid",302,132,85,85,18,77,2,6,0.0198675496688742
"1170","thierry-doubai",180,75,"Defensive Midfielder","FC Sochaux","France",1,0.75,0.875,"very dark","Mid",134,67,25,42,5,12,1,0,0
"1171","david-hoilett",173,70,"Right Midfielder","Queens Park Rangers","England",0.75,1,0.875,"very dark","Mid",197,61,46,90,28,16,0,0,0
"1172","maurice-edu",183,85,"Defensive Midfielder","Stoke City","England",0.75,1,0.875,"very dark","Mid",216,110,48,58,19,37,2,1,0.00462962962962963
"1173","momar-bangoura",176,65,"Defensive Midfielder","Olympique Marseille","France",0.75,1,0.875,"very dark","Mid",2,0,0,2,0,0,0,0,0
"1174","jean-makoun",172,65,"Defensive Midfielder","Stade Rennes","France",0.75,1,0.875,"very dark","Mid",436,191,127,118,31,68,2,2,0.00458715596330275
"1175","jonathan-pitroipa",176,56,"Left Midfielder","Stade Rennes","France",0.75,1,0.875,"very dark","Mid",315,135,73,107,45,21,1,0,0
"1176","geoffrey-kondogbia",188,76,"Defensive Midfielder","Sevilla FC","Spain",0.75,1,0.875,"very dark","Mid",121,57,27,37,6,21,0,1,0.00826446280991736
"1177","charles-nzogbia",170,70,"Left Midfielder","Aston Villa","England",1,1,1,"very dark","Mid",315,101,85,129,33,33,0,1,0.00317460317460317
"1178","ramires",180,64,"Center Midfielder","Chelsea FC","England",1,1,1,"very dark","Mid",362,212,66,84,51,85,7,1,0.00276243093922652
"1179","mahamadou-diarra",183,76,"Defensive Midfielder","Fulham FC","England",1,1,1,"very dark","Mid",413,227,97,89,29,74,3,0,0
"1180","abdul-razak",180,78,"Center Midfielder","Manchester City","England",1,1,1,"very dark","Mid",36,16,8,12,0,2,0,0,0
"1181","yaya-toure",191,90,"Defensive Midfielder","Manchester City","England",1,1,1,"very dark","Mid",448,255,83,110,79,82,0,1,0.00223214285714286
"1182","vurnon-anita",166,63,"Defensive Midfielder","Newcastle United","England",1,1,1,"very dark","Mid",218,115,43,60,7,22,1,1,0.00458715596330275
"1183","cheik-tiote",180,76,"Defensive Midfielder","Newcastle United","England",1,1,1,"very dark","Mid",261,121,57,83,5,82,2,4,0.0153256704980843
"1184","alexander-tettey",180,68,"Defensive Midfielder","Norwich City","England",1,1,1,"very dark","Mid",214,88,54,72,11,34,0,0,0
"1185","alou-diarra",190,79,"Defensive Midfielder","West Ham United","England",1,1,1,"very dark","Mid",420,195,109,116,24,91,5,2,0.00476190476190476
"1186","alain-traore_2",176,66,"Left Midfielder","FC Lorient","France",1,1,1,"very dark","Mid",130,39,42,49,31,17,0,1,0.00769230769230769
"1187","idrissa-gueye",174,64,"Defensive Midfielder","Lille OSC","France",1,1,1,"very dark","Mid",128,62,40,26,2,19,0,1,0.0078125
"1188","charles-kabore",181,75,"Defensive Midfielder","Olympique Marseille","France",1,1,1,"very dark","Mid",242,121,62,59,6,32,6,0,0
"1189","mohamed-sissoko",191,81,"Defensive Midfielder","Paris Saint-Germain","France",1,1,1,"very dark","Mid",319,179,63,77,9,82,6,1,0.00313479623824451
"1190","abdoulwhaid-sissoko",180,68,"Defensive Midfielder","Stade Brest","France",1,1,1,"very dark","Mid",121,34,25,62,3,21,0,2,0.0165289256198347
"1191","moussa-sissoko",187,83,"Attacking Midfielder","Toulouse FC","France",1,1,1,"very dark","Mid",277,103,73,101,27,39,1,0,0
"1192","remi-gomis",180,74,"Defensive Midfielder","Valenciennes FC","France",1,1,1,"very dark","Mid",186,56,62,68,8,28,1,0,0
"1193","pape-camara",190,80,"Defensive Midfielder","Valenciennes FC","France",1,1,1,"very dark","Mid",54,24,9,21,2,5,0,0,0
"1194","ibrahima-traore",172,62,"Left Midfielder","VfB Stuttgart","Germany",1,1,1,"very dark","Mid",223,94,50,79,32,27,1,2,0.00896860986547085
"1195","anthony-annan",175,64,"Defensive Midfielder","CA Osasuna","Spain",1,1,1,"very dark","Mid",176,91,43,42,1,31,0,1,0.00568181818181818
"1196","raoul-loe",192,83,"Defensive Midfielder","CA Osasuna","Spain",1,1,1,"very dark","Mid",57,15,14,28,2,10,1,0,0
"1197","roland-lamah",180,71,"Left Midfielder","CA Osasuna","Spain",1,1,1,"very dark","Mid",217,66,63,88,29,24,2,0,0
"1198","wakaso-mubarak",171,72,"Left Midfielder","Espanyol Barcelona","Spain",1,1,1,"very dark","Mid",144,49,41,54,11,64,4,3,0.0208333333333333
"1199","alex-song",182,74,"Defensive Midfielder","FC Barcelona","Spain",1,1,1,"very dark","Mid",345,208,64,73,11,67,2,0,0
"1200","alhassane-bangoura",174,68,"Right Midfielder","Rayo Vallecano","Spain",1,1,1,"very dark","Mid",108,38,21,49,7,18,0,1,0.00925925925925926
"1201","michael-essien",177,85,"Defensive Midfielder","Real Madrid","Spain",1,1,1,"very dark","Mid",495,294,100,101,59,89,5,2,0.00404040404040404
"1202","jack-wilshere",170,65,"Attacking Midfielder","Arsenal FC","England",0,0,0,"very light","Mid",165,93,28,44,11,25,1,1,0.00606060606060606
"1203","tomas-rosicky",178,67,"Attacking Midfielder","Arsenal FC","England",0,0,0,"very light","Mid",500,255,110,135,71,62,3,0,0
"1204","mikel-arteta",176,69,"Attacking Midfielder","Arsenal FC","England",0,0,0,"very light","Mid",427,216,99,112,64,66,2,3,0.00702576112412178
"1205","aaron-ramsey",178,76,"Center Midfielder","Arsenal FC","England",0,0,0,"very light","Mid",260,150,42,68,39,31,0,1,0.00384615384615385
"1206","brett-holman",176,75,"Attacking Midfielder","Aston Villa","England",0,0,0,"very light","Mid",317,140,73,104,58,20,2,0,0
"1207","mata",170,61,"Attacking Midfielder","Chelsea FC","England",0,0,0,"very light","Mid",369,203,77,89,94,31,0,0,0
"1208","leon-osman",172,68,"Right Midfielder","Everton FC","England",0,0,0,"very light","Mid",406,184,101,121,56,42,0,0,0
"1209","giorgios-karagounis",176,83,"Attacking Midfielder","Fulham FC","England",0,0,0,"very light","Mid",441,223,103,115,37,66,1,1,0.00226757369614512
"1210","chris-baird",186,77,"Defensive Midfielder","Fulham FC","England",0,0,0,"very light","Mid",340,119,95,126,7,55,2,1,0.00294117647058824
"1211","joe-allen",168,62,"Attacking Midfielder","Liverpool FC","England",0,0,0,"very light","Mid",233,113,57,63,11,25,1,0,0
"1212","nuri-sahin",179,65,"Center Midfielder","Liverpool FC","England",0,0,0,"very light","Mid",316,176,65,75,38,26,1,0,0
"1213","steven-gerrard",188,83,"Center Midfielder","Liverpool FC","England",0,0,0,"very light","Mid",765,418,176,171,194,76,4,3,0.00392156862745098
"1214","samir-nasri",177,75,"Attacking Midfielder","Manchester City","England",0,0,0,"very light","Mid",444,234,102,108,65,36,0,1,0.00225225225225225
"1215","paul-scholes",170,72,"Center Midfielder","Manchester United","England",0,0,0,"very light","Mid",736,449,156,131,150,146,6,3,0.00407608695652174
"1216","michael-carrick",186,74,"Center Midfielder","Manchester United","England",0,0,0,"very light","Mid",611,338,126,147,29,46,1,0,0
"1217","darren-fletcher",183,83,"Center Midfielder","Manchester United","England",0,0,0,"very light","Mid",388,246,67,75,27,30,3,1,0.00257731958762887
"1218","yohan-cabaye",175,69,"Defensive Midfielder","Newcastle United","England",0,0,0,"very light","Mid",372,178,106,88,56,86,1,1,0.00268817204301075
"1219","dan-gosling",178,71,"Defensive Midfielder","Newcastle United","England",0,0,0,"very light","Mid",120,56,24,40,12,12,0,1,0.00833333333333333
"1220","granero_2",179,77,"Center Midfielder","Queens Park Rangers","England",0,0,0,"very light","Mid",213,112,42,59,20,47,0,1,0.00469483568075117
"1221","steven-davis_2",170,60,"Defensive Midfielder","Southampton FC","England",0,0,0,"very light","Mid",443,189,115,139,39,21,0,0,0
"1222","glenn-whelan",178,76,"Center Midfielder","Stoke City","England",0,0,0,"very light","Mid",412,156,107,149,23,65,1,1,0.00242718446601942
"1223","adam-johnson",175,62,"Left Midfielder","Sunderland AFC","England",0,0,0,"very light","Mid",339,145,68,126,55,21,0,0,0
"1224","sebastian-larsson",178,70,"Right Midfielder","Sunderland AFC","England",0,0,0,"very light","Mid",397,166,95,136,42,58,0,0,0
"1225","gylfi-sigurdsson",186,77,"Attacking Midfielder","Tottenham Hotspur","England",0,0,0,"very light","Mid",227,98,51,78,64,15,0,0,0
"1226","scott-parker",175,69,"Center Midfielder","Tottenham Hotspur","England",0,0,0,"very light","Mid",465,180,113,172,30,101,3,2,0.0043010752688172
"1227","jan-vertonghen",189,79,"Defensive Midfielder","Tottenham Hotspur","England",0,0,0,"very light","Mid",361,200,73,88,40,66,1,1,0.00277008310249307
"1228","joey-obrien",180,69,"Defensive Midfielder","West Ham United","England",0,0,0,"very light","Mid",167,58,53,56,3,22,1,0,0
"1229","crusat",165,65,"Left Midfielder","Wigan Athletic","England",0,0,0,"very light","Mid",162,48,40,74,16,35,1,2,0.0123456790123457
"1230","olivier-sorlin",183,75,"Left Midfielder","_vian Thonon Gaillard","France",0,0,0,"very light","Mid",459,176,123,160,21,64,1,0,0
"1231","renaud-cohade",180,78,"Defensive Midfielder","AS Saint-_tienne","France",0,0,0,"very light","Mid",254,94,80,80,23,32,2,0,0
"1232","mathieu-coutadeur",174,66,"Defensive Midfielder","FC Lorient","France",0,0,0,"very light","Mid",196,61,61,74,11,14,1,0,0
"1233","florent-balmont",170,64,"Defensive Midfielder","Lille OSC","France",0,0,0,"very light","Mid",410,176,127,107,14,86,0,4,0.00975609756097561
"1234","remy-cabella",171,62,"Attacking Midfielder","Montpellier HSC","France",0,0,0,"very light","Mid",131,49,37,45,29,16,0,0,0
"1235","jamel-saihi",181,69,"Defensive Midfielder","Montpellier HSC","France",0,0,0,"very light","Mid",120,59,29,32,2,26,0,2,0.0166666666666667
"1236","benjamin-stambouli",180,75,"Defensive Midfielder","Montpellier HSC","France",0,0,0,"very light","Mid",119,44,34,41,3,12,0,2,0.0168067226890756
"1237","anthony-mounier",174,65,"Left Midfielder","Montpellier HSC","France",0,0,0,"very light","Mid",186,61,60,65,20,19,0,0,0
"1238","didier-digard",184,81,"Defensive Midfielder","OGC Nice","France",0,0,0,"very light","Mid",194,67,51,76,5,24,0,2,0.0103092783505155
"1239","clement-grenier",186,72,"Right Midfielder","Olympique Lyon","France",0,0,0,"very light","Mid",119,62,27,30,14,21,0,1,0.00840336134453781
"1240","matthieu-valbuena",167,58,"Right Midfielder","Olympique Marseille","France",0,0,0,"very light","Mid",333,156,83,94,37,35,0,0,0
"1241","adrien-rabiot",188,71,"Defensive Midfielder","Paris Saint-Germain","France",0,0,0,"very light","Mid",66,42,14,10,6,11,0,0,0
"1242","gael-danic",176,65,"Left Midfielder","Valenciennes FC","France",0,0,0,"very light","Mid",267,87,78,102,33,20,1,1,0.00374531835205993
"1243","philipp-klement",174,69,"Center Midfielder","1. FC N_rnberg","Germany",0,0,0,"very light","Mid",119,54,28,37,25,4,0,0,0
"1244","timmy-simons",186,79,"Defensive Midfielder","1. FC N_rnberg","Germany",0,0,0,"very light","Mid",595,322,125,148,68,46,0,1,0.00168067226890756
"1245","hanno-balitsch",182,80,"Defensive Midfielder","1. FC N_rnberg","Germany",0,0,0,"very light","Mid",455,181,103,171,24,104,1,0,0
"1246","adam-hlousek",188,76,"Left Midfielder","1. FC N_rnberg","Germany",0,0,0,"very light","Mid",131,46,34,51,13,21,0,0,0
"1247","eugen-polanski",183,73,"Attacking Midfielder","1. FSV Mainz 05","Germany",0,0,0,"very light","Mid",254,96,63,95,9,65,1,2,0.0078740157480315
"1248","elkin-soto",179,76,"Defensive Midfielder","1. FSV Mainz 05","Germany",0,0,0,"very light","Mid",237,106,57,74,18,23,1,1,0.00421940928270042
"1249","sebastian-rudy",177,72,"Defensive Midfielder","1899 Hoffenheim","Germany",0,0,0,"very light","Mid",208,82,58,68,21,37,0,0,0
"1250","kolja-pusch",181,76,"Center Midfielder","Bayer Leverkusen","Germany",0,0,0,"very light","Mid",98,55,15,28,22,17,1,0,0
"1251","lars-bender",184,77,"Defensive Midfielder","Bayer Leverkusen","Germany",0,0,0,"very light","Mid",277,128,65,84,26,32,1,0,0
"1252","simon-rolfes",191,83,"Defensive Midfielder","Bayer Leverkusen","Germany",0,0,0,"very light","Mid",501,241,100,160,67,40,0,1,0.00199600798403194
"1253","jens-hegeler",193,86,"Defensive Midfielder","Bayer Leverkusen","Germany",0,0,0,"very light","Mid",224,112,46,66,16,20,1,0,0
"1254","gonzalo-castro",171,74,"Right Midfielder","Bayer Leverkusen","Germany",0,0,0,"very light","Mid",371,177,78,116,34,76,3,1,0.00269541778975741
"1255","toni-kroos",182,78,"Attacking Midfielder","Bayern M_nchen","Germany",0,0,0,"very light","Mid",318,206,59,53,45,40,0,0,0
"1256","javi-martinez",190,81,"Defensive Midfielder","Bayern M_nchen","Germany",0,0,0,"very light","Mid",357,184,71,102,30,92,2,3,0.00840336134453781
"1257","havard-nordtveit",188,85,"Defensive Midfielder","Bor. M_nchengladbach","Germany",0,0,0,"very light","Mid",184,72,46,66,7,17,1,0,0
"1258","alexander-ring",173,72,"Right Midfielder","Bor. M_nchengladbach","Germany",0,0,0,"very light","Mid",103,49,23,31,6,14,1,0,0
"1259","sven-bender",185,72,"Defensive Midfielder","Borussia Dortmund","Germany",0,0,0,"very light","Mid",258,131,63,64,8,34,0,0,0
"1260","sebastian-kehl",188,80,"Defensive Midfielder","Borussia Dortmund","Germany",0,0,0,"very light","Mid",459,236,107,116,35,89,3,3,0.0065359477124183
